scenario,network,iteration,is_warmup,timestamp,handshake_ms,cert_transfer_ms,ttfb_ms,ttlb_ms,cpu_usr_s,cpu_sys_s,cpu_ms,cpu_pct_time,max_rss_kb
A,ideal,warmup-01,True,2026-06-25T02:18:22.485499+00:00,3.3125877380371094,1.3852119445800781,4.126071929931641,5.745649337768555,0.00760700000000003,0.005692000000000003,13.299000000000033,62%,9328
A,ideal,warmup-02,True,2026-06-25T02:18:26.496069+00:00,3.2646656036376953,1.3463497161865234,4.08482551574707,5.77855110168457,0.011142000000000207,0.0016770000000000396,12.819000000000248,62%,9552
A,ideal,warmup-03,True,2026-06-25T02:18:30.504015+00:00,3.0410289764404297,1.3608932495117188,3.8118362426757812,5.513906478881836,0.007161999999999669,0.006169999999999787,13.331999999999455,68%,9568
A,ideal,warmup-04,True,2026-06-25T02:18:34.503540+00:00,3.2415390014648438,1.3217926025390625,4.355907440185547,5.909442901611328,0.010475999999999708,0.0027679999999998817,13.24399999999959,68%,9552
A,ideal,warmup-05,True,2026-06-25T02:18:38.498746+00:00,3.390789031982422,1.3463497161865234,4.408359527587891,6.029367446899414,0.010032999999999959,0.002727000000000146,12.760000000000105,68%,9424
A,ideal,data-001,False,2026-06-25T02:18:42.491856+00:00,3.2303333282470703,1.3489723205566406,4.024505615234375,5.743503570556641,0.011039000000000243,0.0017329999999997625,12.772000000000006,68%,9320
A,ideal,data-002,False,2026-06-25T02:18:46.489748+00:00,3.286600112915039,1.3587474822998047,4.148721694946289,5.845069885253906,0.012173999999999907,0.0011739999999997863,13.347999999999693,68%,9540
A,ideal,data-003,False,2026-06-25T02:18:50.484264+00:00,3.4363269805908203,1.3229846954345703,4.367828369140625,6.148338317871094,0.009439999999999671,0.003843000000000707,13.283000000000378,64%,9360
A,ideal,data-004,False,2026-06-25T02:18:54.484960+00:00,3.2510757446289062,1.3570785522460938,4.217624664306641,5.646228790283203,0.00592000000000148,0.006738000000000355,12.658000000001834,62%,9564
A,ideal,data-005,False,2026-06-25T02:18:58.491833+00:00,3.1490325927734375,1.3856887817382812,4.075765609741211,5.636453628540039,0.009249999999999758,0.003509999999999458,12.759999999999216,62%,9448
A,ideal,data-006,False,2026-06-25T02:19:02.476364+00:00,3.522157669067383,1.322031021118164,4.383087158203125,6.056547164916992,0.008865000000000123,0.004401999999999795,13.266999999999918,58%,9508
A,ideal,data-007,False,2026-06-25T02:19:06.470592+00:00,3.1654834747314453,1.3117790222167969,4.029750823974609,5.660772323608398,0.005627999999999744,0.007368999999999737,12.996999999999481,62%,9476
A,ideal,data-008,False,2026-06-25T02:19:10.472603+00:00,3.422975540161133,1.3742446899414062,4.422664642333984,6.150007247924805,0.007153000000000631,0.0061629999999999185,13.31600000000055,64%,9456
A,ideal,data-009,False,2026-06-25T02:19:14.467954+00:00,3.2253265380859375,1.3396739959716797,4.521846771240234,6.327390670776367,0.008865999999997598,0.003936000000000384,12.801999999997982,61%,9392
A,ideal,data-010,False,2026-06-25T02:19:18.458800+00:00,3.3240318298339844,1.4007091522216797,4.121065139770508,5.909919738769531,0.007837999999999568,0.004990999999999524,12.828999999999091,62%,9444
A,ideal,data-011,False,2026-06-25T02:19:22.450739+00:00,3.3555030822753906,1.3377666473388672,4.190921783447266,5.966901779174805,0.009284000000000958,0.004118000000000066,13.402000000001024,68%,9452
A,ideal,data-012,False,2026-06-25T02:19:26.438320+00:00,3.2906532287597656,1.3208389282226562,4.168033599853516,5.858898162841797,0.008962999999997834,0.0039030000000011,12.865999999998934,68%,9472
A,ideal,data-013,False,2026-06-25T02:19:30.430207+00:00,3.2358169555664062,1.3651847839355469,4.1522979736328125,5.681514739990234,0.011013999999999413,0.0018820000000001613,12.895999999999574,68%,9428
A,ideal,data-014,False,2026-06-25T02:19:34.427619+00:00,3.4613609313964844,1.3325214385986328,4.459857940673828,5.928516387939453,0.008169999999999789,0.004754999999999399,12.924999999999187,68%,9408
A,ideal,data-015,False,2026-06-25T02:19:38.432565+00:00,3.219127655029297,1.341104507446289,4.215478897094727,5.784511566162109,0.009420000000002204,0.0036520000000006547,13.072000000002859,62%,9432
A,ideal,data-016,False,2026-06-25T02:19:42.429181+00:00,3.2405853271484375,1.337289810180664,3.9501190185546875,5.852222442626953,0.011207999999999885,0.0018100000000007554,13.01800000000064,62%,9388
A,ideal,data-017,False,2026-06-25T02:19:46.422619+00:00,3.2243728637695312,1.3506412506103516,4.0912628173828125,5.883693695068359,0.007827000000002471,0.005124999999999602,12.952000000002073,62%,9528
A,ideal,data-018,False,2026-06-25T02:19:50.430213+00:00,3.24249267578125,1.3163089752197266,4.165410995483398,5.794525146484375,0.010854999999999393,0.0020690000000005426,12.923999999999936,62%,9472
A,ideal,data-019,False,2026-06-25T02:19:54.433025+00:00,3.215312957763672,1.2965202331542969,4.1217803955078125,5.542993545532227,0.007982999999999407,0.004903000000000546,12.885999999999953,68%,9532
A,ideal,data-020,False,2026-06-25T02:19:58.425810+00:00,3.178119659423828,1.3277530670166016,4.047870635986328,5.627632141113281,0.007556000000001006,0.005065000000000097,12.621000000001104,62%,9336
A,ideal,data-021,False,2026-06-25T02:20:02.422505+00:00,3.3881664276123047,1.3115406036376953,4.215717315673828,5.848884582519531,0.0073999999999969646,0.005295999999999523,12.695999999996488,62%,9404
A,ideal,data-022,False,2026-06-25T02:20:06.421827+00:00,3.2892227172851562,1.3077259063720703,4.324436187744141,6.094694137573242,0.008195000000000618,0.004471000000000558,12.666000000001176,62%,9464
A,ideal,data-023,False,2026-06-25T02:20:10.415040+00:00,3.381013870239258,1.3453960418701172,4.307746887207031,5.961179733276367,0.008262999999999465,0.004507000000000261,12.769999999999726,62%,9328
A,ideal,data-024,False,2026-06-25T02:20:14.404355+00:00,3.1499862670898438,1.425027847290039,4.020929336547852,5.399942398071289,0.009892000000000678,0.002990999999999744,12.883000000000422,62%,9412
A,ideal,data-025,False,2026-06-25T02:20:18.404733+00:00,3.268718719482422,1.3248920440673828,4.189729690551758,5.8193206787109375,0.00995900000000205,0.0030250000000009436,12.984000000002993,62%,9524
A,ideal,data-026,False,2026-06-25T02:20:22.399858+00:00,3.0939579010009766,1.3222694396972656,4.010677337646484,5.465507507324219,0.008417000000001451,0.004519999999999413,12.937000000000864,62%,9408
A,ideal,data-027,False,2026-06-25T02:20:26.388993+00:00,3.2224655151367188,1.3494491577148438,4.149913787841797,5.913734436035156,0.010193000000001007,0.003029999999998978,13.222999999999985,68%,9468
A,ideal,data-028,False,2026-06-25T02:20:30.384900+00:00,3.2439231872558594,1.3701915740966797,4.134893417358398,5.719661712646484,0.005991000000001634,0.007013999999998077,13.004999999999711,62%,9344
A,ideal,data-029,False,2026-06-25T02:20:34.379999+00:00,3.122568130493164,1.3270378112792969,4.009485244750977,5.562543869018555,0.009585999999998762,0.003106999999999971,12.692999999998733,62%,9520
