scenario,network,iteration,is_warmup,timestamp,ttfb_ms,ttlb_ms,cpu_usr_s,cpu_sys_s,cpu_pct_time,max_rss_kb
A,ideal,data-001,False,2026-06-15T09:17:52.961569+00:00,9.016275405883789,13.009309768676758,0.0,0.0,40%,9404
A,ideal,data-002,False,2026-06-15T09:17:55.938515+00:00,7.783412933349609,12.586832046508789,0.0,0.0,43%,9500
A,ideal,data-003,False,2026-06-15T09:17:58.921224+00:00,8.174419403076172,13.109683990478516,0.0,0.0,41%,9448
A,ideal,data-004,False,2026-06-15T09:18:01.903711+00:00,4.395484924316406,8.036375045776367,0.0,0.0,52%,9584
A,ideal,data-005,False,2026-06-15T09:18:04.875612+00:00,3.2930374145507812,6.85882568359375,0.0,0.0,61%,9348
