scenario,network,iteration,is_warmup,timestamp,handshake_time_ms,ttfb_ms,ttlb_ms,cpu_peak_pct,cpu_mean_pct,ram_peak_bytes,cpu_usr_s,cpu_sys_s,cpu_pct_time,max_rss_kb
A,ideal,data-001,False,2026-06-12T08:39:12.042553+00:00,,9.132623672485352,12.575626373291016,0.0,0.0,1306624,0.0,0.0,45%,9436
A,ideal,data-002,False,2026-06-12T08:39:15.340240+00:00,,9.152650833129883,13.277530670166016,0.0,0.0,1544192,0.01,0.0,53%,9572
A,ideal,data-003,False,2026-06-12T08:39:18.633079+00:00,,9.129762649536133,12.907981872558594,0.0,0.0,1384448,0.0,0.0,40%,9384
A,ideal,data-004,False,2026-06-12T08:39:21.924391+00:00,,8.332967758178711,11.750221252441406,0.0,0.0,1384448,0.0,0.0,47%,9344
A,ideal,data-005,False,2026-06-12T08:39:25.219478+00:00,,7.273197174072266,10.783910751342773,0.0,0.0,1253376,0.0,0.0,50%,9376
