scenario,network,iteration,is_warmup,timestamp,handshake_ms,cert_transfer_ms,ttfb_ms,ttlb_ms,server_flight1_bytes,cpu_usr_s,cpu_sys_s,cpu_ms,cpu_pct_time,max_rss_kb
A,ideal,data-007,False,2026-06-28T16:46:17.200662+00:00,2.9740333557128906,1.3885498046875,3.9110183715820312,5.418539047241211,2004,0.008203000000001737,0.0047880000000004586,12.991000000002195,68%,9412
A,ideal,data-008,False,2026-06-28T16:46:21.400031+00:00,3.172636032104492,1.352548599243164,4.112005233764648,5.612373352050781,2005,0.009066000000000685,0.003910000000000302,12.976000000000987,68%,9512
A,ideal,data-009,False,2026-06-28T16:46:25.600251+00:00,3.254413604736328,1.377105712890625,4.138708114624023,5.644321441650391,2005,0.008243000000000222,0.00468800000000158,12.931000000001802,62%,9424
A,ideal,data-010,False,2026-06-28T16:46:29.794307+00:00,3.2682418823242188,1.3813972473144531,4.044055938720703,5.715131759643555,2004,0.0074320000000014375,0.005532999999999788,12.965000000001226,62%,9608
A,ideal,data-011,False,2026-06-28T16:46:33.993569+00:00,3.47137451171875,1.3287067413330078,4.38690185546875,6.178140640258789,2004,0.007142000000001758,0.006113000000000923,13.255000000002681,64%,9416
A,ideal,data-012,False,2026-06-28T16:46:38.191694+00:00,3.1359195709228516,1.3072490692138672,4.000663757324219,5.5294036865234375,2005,0.011188000000000642,0.0020690000000005426,13.257000000001185,68%,9508
A,ideal,data-013,False,2026-06-28T16:46:42.402395+00:00,3.175497055053711,1.3051033020019531,4.338979721069336,5.90062141418457,2003,0.009285000000001986,0.004061999999999344,13.34700000000133,68%,9464
A,ideal,data-014,False,2026-06-28T16:46:46.601389+00:00,3.228902816772461,1.3642311096191406,4.164218902587891,5.62739372253418,2004,0.010193000000001007,0.0030349999999987887,13.227999999999795,68%,9528
A,ideal,data-015,False,2026-06-28T16:46:50.794236+00:00,3.188610076904297,1.3260841369628906,4.021644592285156,5.563020706176758,2004,0.011199999999998766,0.0017449999999996635,12.94499999999843,62%,9632
A,ideal,data-016,False,2026-06-28T16:46:55.000043+00:00,3.3953189849853516,1.5447139739990234,4.331350326538086,5.982398986816406,2004,0.008663000000002086,0.004270999999999248,12.934000000001333,62%,9540
A,ideal,data-017,False,2026-06-28T16:46:59.197748+00:00,3.1037330627441406,1.3396739959716797,3.9844512939453125,5.642414093017578,2004,0.010469000000000506,0.0028300000000012204,13.299000000001726,62%,9468
A,ideal,data-018,False,2026-06-28T16:47:03.410280+00:00,2.9473304748535156,1.3594627380371094,3.9985179901123047,5.440950393676758,2005,0.009133999999999531,0.004175999999999291,13.309999999998823,62%,9636
A,ideal,data-019,False,2026-06-28T16:47:07.611952+00:00,3.0982494354248047,1.3489723205566406,3.8928985595703125,5.527973175048828,2004,0.009056999999998538,0.0037289999999998713,12.78599999999841,68%,9464
A,ideal,data-020,False,2026-06-28T16:47:11.814453+00:00,3.017425537109375,1.3184547424316406,3.9293766021728516,5.492448806762695,2004,0.00869300000000095,0.004429999999999268,13.123000000000218,66%,9512
A,edge_loss0,warmup-01,True,2026-06-28T16:47:16.919312+00:00,103.8656234741211,101.72224044799805,105.35907745361328,106.81486129760742,2004,0.012302999999995734,0.0011639999999992767,13.46699999999501,2%,9392
A,edge_loss0,warmup-02,True,2026-06-28T16:47:21.522330+00:00,103.66654396057129,101.72367095947266,104.95567321777344,106.33993148803711,2004,0.008178999999998382,0.005709000000003073,13.888000000001455,2%,9516
A,edge_loss0,warmup-03,True,2026-06-28T16:47:26.117007+00:00,103.58452796936035,101.70865058898926,104.93993759155273,106.3849925994873,2003,0.009768000000001109,0.0042200000000001125,13.988000000001222,2%,9392
A,edge_loss0,warmup-04,True,2026-06-28T16:47:30.720026+00:00,103.84321212768555,101.72557830810547,105.1032543182373,106.52017593383789,2005,0.010237999999993974,0.003523000000001275,13.76099999999525,2%,9328
A,edge_loss0,warmup-05,True,2026-06-28T16:47:35.322839+00:00,104.22801971435547,101.7158031463623,105.6985855102539,107.07330703735352,2004,0.006412999999994895,0.007479000000000013,13.891999999994908,2%,9632
A,edge_loss0,data-001,False,2026-06-28T16:47:39.932757+00:00,103.83939743041992,101.72033309936523,105.07535934448242,106.47797584533691,2004,0.008487999999999829,0.0052930000000017685,13.781000000001598,2%,9568
A,edge_loss0,data-002,False,2026-06-28T16:47:44.543140+00:00,103.8661003112793,101.74202919006348,105.1328182220459,106.56237602233887,2004,0.008889000000003477,0.004711000000000354,13.600000000003831,2%,9316
A,edge_loss0,data-003,False,2026-06-28T16:47:49.143941+00:00,104.13169860839844,101.75824165344238,105.41486740112305,106.7662239074707,2005,0.00975700000000046,0.004282999999997372,14.039999999997832,2%,9328
A,edge_loss0,data-004,False,2026-06-28T16:47:53.750274+00:00,103.94024848937988,101.70841217041016,105.18908500671387,106.58025741577148,2004,0.008147000000001015,0.005341999999998848,13.488999999999862,2%,9324
A,edge_loss0,data-005,False,2026-06-28T16:47:58.336796+00:00,103.80673408508301,101.74942016601562,105.41939735412598,107.11979866027832,2004,0.0063140000000032614,0.006952999999999321,13.267000000002582,2%,9260
A,edge_loss0,data-006,False,2026-06-28T16:48:02.944192+00:00,103.9271354675293,101.68123245239258,105.33952713012695,106.67896270751953,2003,0.008347999999998024,0.005347000000000435,13.694999999998458,2%,9376
A,edge_loss0,data-007,False,2026-06-28T16:48:07.550652+00:00,104.09021377563477,101.76777839660645,105.50880432128906,106.98294639587402,2004,0.0074709999999953425,0.005871000000002624,13.341999999997967,2%,9636
A,edge_loss0,data-008,False,2026-06-28T16:48:12.164022+00:00,104.17652130126953,101.7465591430664,105.28159141540527,106.63962364196777,2003,0.009800999999995952,0.0038799999999987733,13.680999999994725,2%,9468
A,edge_loss0,data-009,False,2026-06-28T16:48:16.756876+00:00,104.04396057128906,101.75228118896484,105.19170761108398,106.67204856872559,2004,0.008373999999996329,0.004876000000002989,13.249999999999318,2%,9560
A,edge_loss0,data-010,False,2026-06-28T16:48:21.357678+00:00,104.54583168029785,101.7618179321289,106.42504692077637,108.18147659301758,2003,0.010665000000003033,0.0029940000000010514,13.659000000004085,2%,9464
