scenario,network,iteration,is_warmup,timestamp,handshake_ms,ttfb_ms,ttlb_ms,cpu_usr_s,cpu_sys_s,cpu_ms,cpu_pct_time,max_rss_kb
A,ideal,warmup-01,True,2026-06-23T14:15:49.708172+00:00,2.368927001953125,4.614591598510742,6.230831146240234,0.007558000000000009,0.005756000000000011,13.31400000000002,58%,9304
A,ideal,warmup-02,True,2026-06-23T14:15:53.083998+00:00,2.004384994506836,4.083395004272461,5.70368766784668,0.009053999999999895,0.003936000000000051,12.989999999999945,68%,9276
A,ideal,warmup-03,True,2026-06-23T14:15:56.456791+00:00,1.8389225006103516,4.007577896118164,5.6209564208984375,0.00850099999999987,0.004488999999999965,12.989999999999835,62%,9368
A,ideal,warmup-04,True,2026-06-23T14:15:59.830225+00:00,2.9082298278808594,7.356166839599609,9.058952331542969,0.010191999999999979,0.003070000000000128,13.262000000000107,57%,9164
A,ideal,warmup-05,True,2026-06-23T14:16:03.210539+00:00,1.7421245574951172,5.789041519165039,7.454633712768555,0.007868000000000208,0.005929000000000073,13.797000000000281,55%,9152
A,ideal,data-001,False,2026-06-23T14:16:06.593827+00:00,1.810312271118164,3.971576690673828,5.58018684387207,0.009317999999999493,0.0038730000000000153,13.190999999999509,62%,9388
A,ideal,data-002,False,2026-06-23T14:16:09.975157+00:00,1.9223690032958984,4.2057037353515625,5.71751594543457,0.00882499999999986,0.00402300000000011,12.84799999999997,62%,9120
A,ideal,data-003,False,2026-06-23T14:16:13.350995+00:00,1.8243789672851562,3.984689712524414,5.598306655883789,0.007766000000000162,0.005055999999999727,12.821999999999889,62%,9208
A,ideal,data-004,False,2026-06-23T14:16:16.731626+00:00,1.8835067749023438,4.105329513549805,5.60307502746582,0.00846999999999909,0.004449000000000147,12.918999999999237,62%,9356
A,ideal,data-005,False,2026-06-23T14:16:20.109402+00:00,1.7957687377929688,3.883838653564453,5.660057067871094,0.00944600000000051,0.003518999999999828,12.965000000000337,62%,9180
A,ideal,data-006,False,2026-06-23T14:16:23.489085+00:00,1.9004344940185547,5.686759948730469,7.239103317260742,0.0080600000000004,0.004732000000000625,12.792000000001025,64%,9248
A,ideal,data-007,False,2026-06-23T14:16:26.865071+00:00,1.875162124633789,5.780935287475586,7.352113723754883,0.007478000000000762,0.005460999999999494,12.939000000000256,58%,9288
