scenario,network,iteration,is_warmup,timestamp,handshake_ms,ttfb_ms,ttlb_ms,cpu_usr_s,cpu_sys_s,cpu_ms,cpu_pct_time,max_rss_kb
A,ideal,warmup-01,True,2026-06-20T15:12:26.888486+00:00,4.4269561767578125,7.311582565307617,9.597301483154297,0.008152999999999966,0.004864000000000007,13.016999999999973,47%,9288
A,ideal,warmup-02,True,2026-06-20T15:12:30.281624+00:00,7.209300994873047,10.586738586425781,13.443946838378906,0.012375999999999943,0.0008920000000000039,13.267999999999947,38%,9560
A,ideal,warmup-03,True,2026-06-20T15:12:33.674721+00:00,4.230976104736328,6.588459014892578,8.644580841064453,0.008372000000000046,0.0045880000000000365,12.960000000000083,52%,9320
A,ideal,warmup-04,True,2026-06-20T15:12:37.068134+00:00,5.005598068237305,7.132530212402344,9.030818939208984,0.009573000000000054,0.003374999999999906,12.94799999999996,50%,9412
A,ideal,warmup-05,True,2026-06-20T15:12:40.472038+00:00,4.4498443603515625,7.03120231628418,9.346485137939453,0.007584000000000035,0.005349999999999966,12.934000000000001,50%,9388
A,ideal,warmup-06,True,2026-06-20T15:12:43.864979+00:00,3.520965576171875,6.140232086181641,8.238792419433594,0.00834299999999999,0.0045640000000002345,12.907000000000224,52%,9396
A,ideal,warmup-07,True,2026-06-20T15:12:47.253608+00:00,6.157398223876953,8.735418319702148,10.99252700805664,0.0063329999999997,0.006535999999999653,12.868999999999353,45%,9516
A,ideal,warmup-08,True,2026-06-20T15:12:50.646211+00:00,4.364490509033203,6.552696228027344,8.649587631225586,0.008877000000000024,0.004070000000000018,12.947000000000042,57%,9584
A,ideal,warmup-09,True,2026-06-20T15:12:54.043783+00:00,4.851341247558594,7.2002410888671875,8.997917175292969,0.009023000000000003,0.003747000000000167,12.77000000000017,55%,9300
A,ideal,warmup-10,True,2026-06-20T15:12:57.442507+00:00,15.359163284301758,20.578622817993164,24.334430694580078,0.008263000000000353,0.005576999999999721,13.840000000000074,30%,9532
A,ideal,warmup-11,True,2026-06-20T15:13:00.844044+00:00,6.99925422668457,9.824037551879883,12.270927429199219,0.01099199999999989,0.0017420000000001323,12.734000000000023,41%,9540
A,ideal,warmup-12,True,2026-06-20T15:13:04.232684+00:00,4.517555236816406,6.653308868408203,8.5601806640625,0.010875999999999664,0.0020290000000002806,12.904999999999944,52%,9556
A,ideal,warmup-13,True,2026-06-20T15:13:07.624610+00:00,3.77655029296875,6.192922592163086,10.637283325195312,0.008803000000000338,0.0040300000000002,12.833000000000538,50%,9404
A,ideal,warmup-14,True,2026-06-20T15:13:11.016564+00:00,4.144191741943359,6.653547286987305,8.647680282592773,0.011248999999999398,0.0018679999999999808,13.11699999999938,52%,9444
A,ideal,warmup-15,True,2026-06-20T15:13:14.410425+00:00,5.402565002441406,7.587909698486328,9.432077407836914,0.00927100000000003,0.0033780000000005472,12.649000000000576,50%,9344
A,ideal,warmup-16,True,2026-06-20T15:13:17.802153+00:00,4.207134246826172,6.689786911010742,10.011911392211914,0.01113199999999992,0.002277999999999558,13.409999999999478,52%,9548
A,ideal,warmup-17,True,2026-06-20T15:13:21.198264+00:00,3.950357437133789,6.3915252685546875,8.227109909057617,0.004459000000000657,0.008144999999999847,12.604000000000504,52%,9436
A,ideal,warmup-18,True,2026-06-20T15:13:24.605603+00:00,10.873079299926758,13.93270492553711,15.940666198730469,0.005805000000000504,0.006829999999999892,12.635000000000396,32%,9292
A,ideal,warmup-19,True,2026-06-20T15:13:28.001243+00:00,9.043693542480469,13.467073440551758,16.176223754882812,0.008282000000001233,0.004445999999999728,12.72800000000096,35%,9352
A,ideal,warmup-20,True,2026-06-20T15:13:31.399253+00:00,8.198976516723633,14.50347900390625,17.335176467895508,0.007201999999999487,0.00618799999999986,13.389999999999347,36%,9336
A,ideal,data-001,False,2026-06-20T15:13:34.792828+00:00,4.602670669555664,7.433414459228516,9.511709213256836,0.0044709999999987815,0.008442999999999756,12.913999999998538,47%,9416
A,ideal,data-002,False,2026-06-20T15:13:38.179677+00:00,4.246234893798828,6.41322135925293,8.085250854492188,0.00881299999999996,0.00398899999999891,12.80199999999887,47%,9416
A,ideal,data-003,False,2026-06-20T15:13:41.564553+00:00,3.8688182830810547,6.208658218383789,8.136510848999023,0.008082000000001699,0.004794999999999661,12.87700000000136,57%,9540
A,ideal,data-004,False,2026-06-20T15:13:44.949234+00:00,4.570245742797852,6.909847259521484,9.459972381591797,0.008749000000001672,0.004386000000000223,13.135000000001895,55%,9380
A,ideal,data-005,False,2026-06-20T15:13:48.343029+00:00,5.883693695068359,8.517026901245117,10.517597198486328,0.008427000000001073,0.004153999999999769,12.581000000000842,47%,9444
A,ideal,data-006,False,2026-06-20T15:13:51.730849+00:00,4.140138626098633,6.678104400634766,8.58306884765625,0.007609000000002197,0.00495100000000015,12.560000000002347,50%,9404
A,ideal,data-007,False,2026-06-20T15:13:55.116704+00:00,4.882574081420898,7.26318359375,8.708953857421875,0.007234000000000407,0.005375000000000796,12.609000000001203,52%,9468
A,ideal,data-008,False,2026-06-20T15:13:58.516210+00:00,5.935430526733398,8.683204650878906,11.256933212280273,0.01019499999999951,0.0030389999999993478,13.233999999998858,47%,9384
A,ideal,data-009,False,2026-06-20T15:14:01.904868+00:00,4.749059677124023,7.102012634277344,9.055137634277344,0.009142999999998125,0.003733999999999682,12.876999999997807,50%,9656
A,ideal,data-010,False,2026-06-20T15:14:05.291837+00:00,3.2613277435302734,5.593776702880859,7.444858551025391,0.005781999999999954,0.007456999999998715,13.238999999998668,52%,9504
A,ideal,data-011,False,2026-06-20T15:14:08.675540+00:00,5.452871322631836,7.783651351928711,9.773015975952148,0.005969000000000335,0.006565000000000154,12.53400000000049,45%,9328
A,ideal,data-012,False,2026-06-20T15:14:12.062355+00:00,4.805088043212891,7.19761848449707,9.198665618896484,0.009101000000001136,0.003607000000000582,12.708000000001718,50%,9380
A,ideal,data-013,False,2026-06-20T15:14:15.455679+00:00,3.923177719116211,6.17671012878418,7.98797607421875,0.010190999999998951,0.003033999999999537,13.224999999998488,57%,9564
A,ideal,data-014,False,2026-06-20T15:14:18.838820+00:00,5.084991455078125,7.494688034057617,9.839296340942383,0.009992000000000445,0.0028969999999990392,12.888999999999484,52%,9448
A,ideal,data-015,False,2026-06-20T15:14:22.234227+00:00,4.965305328369141,7.397651672363281,9.09423828125,0.00989099999999965,0.002724000000000615,12.615000000000265,50%,9304
A,ideal,data-016,False,2026-06-20T15:14:25.624640+00:00,4.572868347167969,6.999492645263672,8.749246597290039,0.007984000000000435,0.004931999999998382,12.915999999998817,57%,9584
A,ideal,data-017,False,2026-06-20T15:14:29.012372+00:00,4.3125152587890625,6.560087203979492,8.343935012817383,0.009092000000002542,0.003918999999999784,13.011000000002326,52%,9524
A,ideal,data-018,False,2026-06-20T15:14:32.400537+00:00,3.6268234252929688,6.183147430419922,8.08572769165039,0.009263000000000687,0.00368499999999905,12.947999999999737,52%,9320
A,ideal,data-019,False,2026-06-20T15:14:35.783173+00:00,3.828287124633789,6.061792373657227,8.033514022827148,0.008092999999998796,0.004975999999999203,13.068999999997999,57%,9468
A,ideal,data-020,False,2026-06-20T15:14:39.179740+00:00,5.995512008666992,8.74185562133789,11.107444763183594,0.005555999999998562,0.007413999999997145,12.969999999995707,43%,9468
A,ideal,data-021,False,2026-06-20T15:14:42.573944+00:00,5.173206329345703,8.300065994262695,10.984659194946289,0.010044999999998083,0.0031229999999986546,13.167999999996738,47%,9324
A,ideal,data-022,False,2026-06-20T15:14:45.965816+00:00,7.200717926025391,10.070323944091797,12.001991271972656,0.011452999999995939,0.0017770000000005837,13.229999999996522,47%,9384
A,ideal,data-023,False,2026-06-20T15:14:49.396708+00:00,17.022132873535156,20.812511444091797,34.429311752319336,0.008663999999996008,0.0047509999999988395,13.414999999994848,21%,9400
A,ideal,data-024,False,2026-06-20T15:14:52.792134+00:00,4.981756210327148,7.415294647216797,9.508609771728516,0.007770999999998196,0.005152999999999963,12.92399999999816,52%,9492
A,ideal,data-025,False,2026-06-20T15:14:56.177370+00:00,5.203962326049805,8.404016494750977,10.504722595214844,0.010178000000003351,0.0028940000000012844,13.072000000004635,50%,9464
A,ideal,data-026,False,2026-06-20T15:14:59.570208+00:00,4.720926284790039,7.521867752075195,9.872913360595703,0.00813699999999784,0.004895999999998679,13.03299999999652,52%,9416
A,ideal,data-027,False,2026-06-20T15:15:02.960903+00:00,5.305767059326172,7.826805114746094,9.731531143188477,0.0069300000000040995,0.006079999999997199,13.010000000001298,47%,9384
A,ideal,data-028,False,2026-06-20T15:15:06.365213+00:00,7.450103759765625,10.50567626953125,12.981414794921875,0.006541000000005681,0.006395999999998736,12.937000000004417,41%,9352
A,ideal,data-029,False,2026-06-20T15:15:09.804981+00:00,53.94577980041504,57.87467956542969,60.662269592285156,0.006925999999999988,0.006674000000000291,13.600000000000279,13%,9468
A,ideal,data-030,False,2026-06-20T15:15:13.203556+00:00,5.291461944580078,8.394241333007812,12.723922729492188,0.007989999999999498,0.005148999999999404,13.138999999998902,41%,9440
A,ideal,data-031,False,2026-06-20T15:15:16.588914+00:00,4.26030158996582,6.838798522949219,9.643316268920898,0.012154999999999916,0.0008699999999990382,13.024999999998954,47%,9520
